centre;codprod;codof;sequence;codop;dtedeb;dtefin;couleur
MAC501;P01;OF36;0001;0010;2025-12-06 17:45:00.000;2025-12-08 10:17:00.000;(np.float64(194.4488366522667), np.float64(151.9968780837367), np.float64(151.24597113546855))
MAC501;P10;OF37;0001;0010;2025-12-08 10:17:00.000;2025-12-08 13:47:00.000;(np.float64(220.8937992851237), np.float64(148.45295835119097), np.float64(84.39692538538507))
MAC501;P02;OF38;0001;0010;2025-12-08 13:47:00.000;2025-12-08 16:27:00.000;(np.float64(229.37807886351712), np.float64(106.46407703475843), np.float64(213.72117624961572))
MAC501;P03;OF39;0001;0010;2025-12-08 16:27:00.000;2025-12-09 03:27:00.000;(np.float64(178.38945478572822), np.float64(170.92629505764194), np.float64(199.81594561797584))
MAC501;P01;OF40;0001;0010;2025-12-09 03:27:00.000;2025-12-09 08:59:00.000;(np.float64(231.66391612929354), np.float64(172.1390671847137), np.float64(46.88611452749359))
MAC501;P04;OF41;0001;0010;2025-12-09 08:59:00.000;2025-12-09 15:20:00.000;(np.float64(128.48917227796613), np.float64(232.09771863453255), np.float64(232.81808493622054))
MAC501;P05;OF42;0001;0010;2025-12-09 15:20:00.000;2025-12-09 20:00:00.000;(np.float64(204.13057152545082), np.float64(97.29523183777468), np.float64(140.38548551180406))
MAC501;P06;OF43;0001;0010;2025-12-09 20:00:00.000;2025-12-10 00:45:00.000;(np.float64(161.5132991062673), np.float64(193.5077326153397), np.float64(164.8117728466074))
MAC501;P08;OF44;0001;0010;2025-12-10 00:45:00.000;2025-12-10 05:21:00.000;(np.float64(230.45904928913842), np.float64(152.0311118211575), np.float64(186.39001775951107))
MAC501;P04;OF45;0001;0010;2025-12-10 05:21:00.000;2025-12-10 09:55:00.000;(np.float64(234.363248488585), np.float64(115.90693688445022), np.float64(107.05605587411057))
MAC501;P01;OF46;0001;0010;2025-12-10 09:55:00.000;2025-12-12 02:27:00.000;(np.float64(88.98552686438885), np.float64(179.6230260507645), np.float64(96.7544553660782))
MAC501;P10;OF47;0001;0010;2025-12-12 02:27:00.000;2025-12-12 05:57:00.000;(np.float64(138.21428523861726), np.float64(152.09536806513782), np.float64(236.36335572916693))
MAC501;P02;OF48;0001;0010;2025-12-12 05:57:00.000;2025-12-12 08:37:00.000;(np.float64(176.33404009263265), np.float64(203.20229891483976), np.float64(204.8883637397151))
MAC501;P03;OF49;0001;0010;2025-12-12 08:37:00.000;2025-12-12 19:37:00.000;(np.float64(63.4729228577138), np.float64(55.426331641899026), np.float64(217.12816468698085))
MAC501;P03;OF50;0001;0010;2025-12-12 19:37:00.000;2025-12-13 06:37:00.000;(np.float64(94.6147299559221), np.float64(162.7221084037193), np.float64(147.80334931515418))
MAC502;P01;OF01;0001;0020;2025-11-24 16:20:00.000;2025-11-25 11:37:00.000;(np.float64(150.83026016492593), np.float64(102.98553646806167), np.float64(156.06209207472568))
MAC502;P02;OF02;0001;0020;2025-11-25 11:37:00.000;2025-11-25 18:17:00.000;(np.float64(125.13921211404113), np.float64(192.82680116932957), np.float64(227.25410939572635))
MAC502;P03;OF03;0001;0020;2025-11-25 18:17:00.000;2025-11-26 12:55:00.000;(np.float64(224.853685582602), np.float64(229.80927501443728), np.float64(35.290811334922935))
MAC502;P09;OF04;0001;0020;2025-11-26 12:55:00.000;2025-11-27 03:55:00.000;(np.float64(156.01401219156475), np.float64(192.80098507926965), np.float64(71.6203685080064))
MAC502;P02;OF05;0001;0020;2025-11-27 03:55:00.000;2025-11-28 12:41:00.000;(np.float64(131.81248382247966), np.float64(96.36233331780325), np.float64(217.31329360995687))
MAC502;P02;OF06;0001;0020;2025-11-28 12:41:00.000;2025-11-29 04:47:00.000;(np.float64(60.75935333423817), np.float64(155.09688453561276), np.float64(219.75519243767852))
MAC502;P05;OF07;0001;0020;2025-11-29 04:47:00.000;2025-11-29 15:06:00.000;(np.float64(179.45671663027545), np.float64(233.11246037448848), np.float64(140.86762872254633))
MAC502;P06;OF08;0001;0020;2025-11-29 15:06:00.000;2025-11-30 00:13:00.000;(np.float64(220.8937992851237), np.float64(148.45295835119097), np.float64(84.39692538538507))
MAC502;P07;OF09;0001;0020;2025-11-30 00:13:00.000;2025-12-02 09:50:00.000;(np.float64(66.73461543184293), np.float64(109.1430127435058), np.float64(217.93603199294995))
MAC502;P01;OF10;0001;0020;2025-12-02 09:50:00.000;2025-12-04 03:58:00.000;(np.float64(161.4809380240878), np.float64(111.01000251895505), np.float64(111.19025586004479))
MAC502;P05;OF11;0001;0020;2025-12-04 03:58:00.000;2025-12-05 00:17:00.000;(np.float64(184.01129014246226), np.float64(133.16611483703295), np.float64(238.15615234086914))
MAC502;P06;OF12;0001;0020;2025-12-05 00:17:00.000;2025-12-05 15:17:00.000;(np.float64(157.0017969892292), np.float64(138.5044673775161), np.float64(107.58145069839264))
MAC502;P01;OF13;0001;0020;2025-12-05 15:17:00.000;2025-12-06 21:59:00.000;(np.float64(201.70606344835224), np.float64(108.17695509171276), np.float64(65.59301594388728))
MAC502;P07;OF14;0001;0020;2025-12-06 21:59:00.000;2025-12-07 03:30:00.000;(np.float64(40.74210774200166), np.float64(229.96006888952826), np.float64(181.93474827446556))
MAC502;P08;OF15;0001;0020;2025-12-07 03:30:00.000;2025-12-07 18:01:00.000;(np.float64(196.77622324143022), np.float64(65.914185408901), np.float64(191.47942647201833))
MAC502;P01;OF16;0001;0020;2025-12-07 18:01:00.000;2025-12-13 03:18:00.000;(np.float64(111.37656845748889), np.float64(125.30098559193597), np.float64(164.30195485086242))
MAC502;P10;OF17;0001;0020;2025-12-13 03:18:00.000;2025-12-13 18:18:00.000;(np.float64(112.89830897413289), np.float64(227.91260008881045), np.float64(41.33089955515048))
MAC502;P02;OF18;0001;0020;2025-12-13 18:18:00.000;2025-12-14 03:44:00.000;(np.float64(229.2366692289212), np.float64(39.56916584136516), np.float64(79.80577191715366))
MAC502;P03;OF19;0001;0020;2025-12-14 03:44:00.000;2025-12-15 08:22:00.000;(np.float64(227.02877169067398), np.float64(176.8314883273454), np.float64(150.08403076878346))
MAC502;P01;OF20;0001;0020;2025-12-15 08:22:00.000;2025-12-16 03:39:00.000;(np.float64(178.38945478572822), np.float64(170.92629505764194), np.float64(199.81594561797584))
MAC502;P04;OF21;0001;0020;2025-12-16 03:39:00.000;2025-12-16 20:11:00.000;(np.float64(231.66391612929354), np.float64(172.1390671847137), np.float64(46.88611452749359))
MAC502;P05;OF22;0001;0020;2025-12-16 20:11:00.000;2025-12-17 08:30:00.000;(np.float64(128.48917227796613), np.float64(232.09771863453255), np.float64(232.81808493622054))
MAC502;P06;OF23;0001;0020;2025-12-17 08:30:00.000;2025-12-17 20:33:00.000;(np.float64(204.13057152545082), np.float64(97.29523183777468), np.float64(140.38548551180406))
MAC502;P08;OF24;0001;0020;2025-12-17 20:33:00.000;2025-12-18 07:44:00.000;(np.float64(161.5132991062673), np.float64(193.5077326153397), np.float64(164.8117728466074))
MAC502;P04;OF25;0001;0020;2025-12-18 07:44:00.000;2025-12-18 20:25:00.000;(np.float64(230.45904928913842), np.float64(152.0311118211575), np.float64(186.39001775951107))
MAC502;P02;OF26;0001;0020;2025-12-18 20:25:00.000;2025-12-19 12:31:00.000;(np.float64(234.363248488585), np.float64(115.90693688445022), np.float64(107.05605587411057))
MAC502;P05;OF27;0001;0020;2025-12-19 12:31:00.000;2025-12-19 22:50:00.000;(np.float64(138.21428523861726), np.float64(152.09536806513782), np.float64(236.36335572916693))
MAC502;P06;OF28;0001;0020;2025-12-19 22:50:00.000;2025-12-20 07:57:00.000;(np.float64(94.6147299559221), np.float64(162.7221084037193), np.float64(147.80334931515418))
MAC502;P07;OF29;0001;0020;2025-12-20 07:57:00.000;2025-12-22 17:34:00.000;(np.float64(176.33404009263265), np.float64(203.20229891483976), np.float64(204.8883637397151))
MAC502;P01;OF30;0001;0020;2025-12-22 17:34:00.000;2025-12-24 11:42:00.000;(np.float64(63.4729228577138), np.float64(55.426331641899026), np.float64(217.12816468698085))
MAC502;P05;OF31;0001;0020;2025-12-24 11:42:00.000;2025-12-25 08:01:00.000;(np.float64(224.853685582602), np.float64(229.80927501443728), np.float64(35.290811334922935))
MAC502;P06;OF32;0001;0020;2025-12-25 08:01:00.000;2025-12-25 23:01:00.000;(np.float64(112.09159747282483), np.float64(154.1586712187224), np.float64(168.19884095735))
MAC502;P01;OF33;0001;0020;2025-12-25 23:01:00.000;2025-12-27 05:43:00.000;(np.float64(197.54921634505848), np.float64(190.44580540740168), np.float64(123.70187491397274))
MAC502;P07;OF34;0001;0020;2025-12-27 05:43:00.000;2025-12-27 11:14:00.000;(np.float64(131.81248382247966), np.float64(96.36233331780325), np.float64(217.31329360995687))
MAC502;P08;OF35;0001;0020;2025-12-27 11:14:00.000;2025-12-28 01:45:00.000;(np.float64(60.75935333423817), np.float64(155.09688453561276), np.float64(219.75519243767852))
MAC502;P01;OF36;0001;0020;2025-12-28 01:45:00.000;2026-01-02 11:02:00.000;(np.float64(194.4488366522667), np.float64(151.9968780837367), np.float64(151.24597113546855))
MAC502;P10;OF37;0001;0020;2026-01-02 11:02:00.000;2026-01-03 02:02:00.000;(np.float64(220.8937992851237), np.float64(148.45295835119097), np.float64(84.39692538538507))
MAC502;P02;OF38;0001;0020;2026-01-03 02:02:00.000;2026-01-03 11:28:00.000;(np.float64(229.37807886351712), np.float64(106.46407703475843), np.float64(213.72117624961572))
MAC502;P03;OF39;0001;0020;2026-01-03 11:28:00.000;2026-01-04 16:06:00.000;(np.float64(178.38945478572822), np.float64(170.92629505764194), np.float64(199.81594561797584))
MAC502;P01;OF40;0001;0020;2026-01-04 16:06:00.000;2026-01-05 11:23:00.000;(np.float64(231.66391612929354), np.float64(172.1390671847137), np.float64(46.88611452749359))
MAC502;P04;OF41;0001;0020;2026-01-05 11:23:00.000;2026-01-06 03:55:00.000;(np.float64(128.48917227796613), np.float64(232.09771863453255), np.float64(232.81808493622054))
MAC502;P05;OF42;0001;0020;2026-01-06 03:55:00.000;2026-01-06 16:14:00.000;(np.float64(204.13057152545082), np.float64(97.29523183777468), np.float64(140.38548551180406))
MAC502;P06;OF43;0001;0020;2026-01-06 16:14:00.000;2026-01-07 04:17:00.000;(np.float64(161.5132991062673), np.float64(193.5077326153397), np.float64(164.8117728466074))
MAC502;P08;OF44;0001;0020;2026-01-07 04:17:00.000;2026-01-07 15:28:00.000;(np.float64(230.45904928913842), np.float64(152.0311118211575), np.float64(186.39001775951107))
MAC502;P04;OF45;0001;0020;2026-01-07 15:28:00.000;2026-01-08 04:09:00.000;(np.float64(234.363248488585), np.float64(115.90693688445022), np.float64(107.05605587411057))
MAC502;P01;OF46;0001;0020;2026-01-08 04:09:00.000;2026-01-13 13:26:00.000;(np.float64(88.98552686438885), np.float64(179.6230260507645), np.float64(96.7544553660782))
MAC502;P10;OF47;0001;0020;2026-01-13 13:26:00.000;2026-01-14 04:26:00.000;(np.float64(138.21428523861726), np.float64(152.09536806513782), np.float64(236.36335572916693))
MAC502;P02;OF48;0001;0020;2026-01-14 04:26:00.000;2026-01-14 13:52:00.000;(np.float64(176.33404009263265), np.float64(203.20229891483976), np.float64(204.8883637397151))
MAC502;P03;OF49;0001;0020;2026-01-14 13:52:00.000;2026-01-15 18:30:00.000;(np.float64(63.4729228577138), np.float64(55.426331641899026), np.float64(217.12816468698085))
MAC502;P03;OF50;0001;0020;2026-01-15 18:30:00.000;2026-01-16 23:08:00.000;(np.float64(94.6147299559221), np.float64(162.7221084037193), np.float64(147.80334931515418))
MAC504;P01;OF01;0001;0030;2025-11-25 11:37:00.000;2025-12-02 15:37:00.000;(np.float64(150.83026016492593), np.float64(102.98553646806167), np.float64(156.06209207472568))
MAC504;P02;OF02;0001;0030;2025-12-02 15:37:00.000;2025-12-06 06:37:00.000;(np.float64(125.13921211404113), np.float64(192.82680116932957), np.float64(227.25410939572635))
MAC504;P03;OF03;0001;0030;2025-12-06 06:37:00.000;2025-12-15 12:37:00.000;(np.float64(224.853685582602), np.float64(229.80927501443728), np.float64(35.290811334922935))
MAC504;P09;OF04;0001;0030;2025-12-15 12:37:00.000;2025-12-28 02:37:00.000;(np.float64(156.01401219156475), np.float64(192.80098507926965), np.float64(71.6203685080064))
MAC504;P02;OF05;0001;0030;2025-12-28 02:37:00.000;2026-01-10 12:37:00.000;(np.float64(131.81248382247966), np.float64(96.36233331780325), np.float64(217.31329360995687))
MAC504;P02;OF06;0001;0030;2026-01-10 12:37:00.000;2026-01-17 16:37:00.000;(np.float64(60.75935333423817), np.float64(155.09688453561276), np.float64(219.75519243767852))
MAC504;P05;OF07;0001;0030;2026-01-17 16:37:00.000;2026-01-24 00:37:00.000;(np.float64(179.45671663027545), np.float64(233.11246037448848), np.float64(140.86762872254633))
MAC504;P06;OF08;0001;0030;2026-01-24 00:37:00.000;2026-01-29 22:37:00.000;(np.float64(220.8937992851237), np.float64(148.45295835119097), np.float64(84.39692538538507))
MAC504;P07;OF09;0001;0030;2026-01-29 22:37:00.000;2026-03-20 14:37:00.000;(np.float64(66.73461543184293), np.float64(109.1430127435058), np.float64(217.93603199294995))
MAC504_22;P01;OF10;0001;0030;2026-02-22 00:00:00.000;2026-03-07 20:00:00.000;(np.float64(161.4809380240878), np.float64(111.01000251895505), np.float64(111.19025586004479))
MAC504_23;P05;OF11;0001;0030;2026-02-22 00:00:00.000;2026-03-06 14:00:00.000;(np.float64(184.01129014246226), np.float64(133.16611483703295), np.float64(238.15615234086914))
MAC504_24;P06;OF12;0001;0030;2026-02-22 00:00:00.000;2026-03-04 02:00:00.000;(np.float64(157.0017969892292), np.float64(138.5044673775161), np.float64(107.58145069839264))
MAC504_25;P01;OF13;0001;0030;2026-02-22 00:00:00.000;2026-03-04 12:00:00.000;(np.float64(201.70606344835224), np.float64(108.17695509171276), np.float64(65.59301594388728))
MAC504_26;P07;OF14;0001;0030;2026-02-22 00:00:00.000;2026-02-25 10:00:00.000;(np.float64(40.74210774200166), np.float64(229.96006888952826), np.float64(181.93474827446556))
MAC504_27;P08;OF15;0001;0030;2026-02-22 00:00:00.000;2026-03-05 08:00:00.000;(np.float64(196.77622324143022), np.float64(65.914185408901), np.float64(191.47942647201833))
MAC504_28;P01;OF16;0001;0030;2026-02-22 00:00:00.000;2026-04-02 06:00:00.000;(np.float64(111.37656845748889), np.float64(125.30098559193597), np.float64(164.30195485086242))
MAC504_29;P10;OF17;0001;0030;2026-02-22 00:00:00.000;2026-02-27 02:00:00.000;(np.float64(112.89830897413289), np.float64(227.91260008881045), np.float64(41.33089955515048))
MAC504_31;P02;OF18;0001;0030;2026-02-22 00:00:00.000;2026-02-26 16:00:00.000;(np.float64(229.2366692289212), np.float64(39.56916584136516), np.float64(79.80577191715366))
MAC504_40;P03;OF19;0001;0030;2026-02-22 00:00:00.000;2026-03-07 20:00:00.000;(np.float64(227.02877169067398), np.float64(176.8314883273454), np.float64(150.08403076878346))
MAC504_32;P01;OF20;0001;0030;2026-02-22 00:00:00.000;2026-03-01 04:00:00.000;(np.float64(178.38945478572822), np.float64(170.92629505764194), np.float64(199.81594561797584))
MAC504_33;P04;OF21;0001;0030;2026-02-22 00:00:00.000;2026-03-03 06:00:00.000;(np.float64(231.66391612929354), np.float64(172.1390671847137), np.float64(46.88611452749359))
MAC504_34;P05;OF22;0001;0030;2026-02-22 00:00:00.000;2026-03-01 14:00:00.000;(np.float64(128.48917227796613), np.float64(232.09771863453255), np.float64(232.81808493622054))
MAC504_35;P06;OF23;0001;0030;2026-02-22 00:00:00.000;2026-03-02 00:00:00.000;(np.float64(204.13057152545082), np.float64(97.29523183777468), np.float64(140.38548551180406))
MAC504_36;P08;OF24;0001;0030;2026-02-22 00:00:00.000;2026-03-02 10:00:00.000;(np.float64(161.5132991062673), np.float64(193.5077326153397), np.float64(164.8117728466074))
MAC504_20;P04;OF25;0001;0030;2026-02-22 00:00:00.000;2026-03-01 04:00:00.000;(np.float64(230.45904928913842), np.float64(152.0311118211575), np.float64(186.39001775951107))
MAC504_38;P02;OF26;0001;0030;2026-02-22 00:00:00.000;2026-03-01 04:00:00.000;(np.float64(234.363248488585), np.float64(115.90693688445022), np.float64(107.05605587411057))
MAC504_39;P05;OF27;0001;0030;2026-02-22 00:00:00.000;2026-02-28 08:00:00.000;(np.float64(138.21428523861726), np.float64(152.09536806513782), np.float64(236.36335572916693))
MAC504_21;P06;OF28;0001;0030;2026-02-22 00:00:00.000;2026-02-27 22:00:00.000;(np.float64(94.6147299559221), np.float64(162.7221084037193), np.float64(147.80334931515418))
MAC504_30;P07;OF29;0001;0030;2026-02-22 00:00:00.000;2026-04-07 16:00:00.000;(np.float64(176.33404009263265), np.float64(203.20229891483976), np.float64(204.8883637397151))
MAC504_19;P01;OF30;0001;0030;2026-02-22 00:00:00.000;2026-03-07 20:00:00.000;(np.float64(63.4729228577138), np.float64(55.426331641899026), np.float64(217.12816468698085))
MAC504_13;P05;OF31;0001;0030;2026-02-22 00:00:00.000;2026-03-06 14:00:00.000;(np.float64(224.853685582602), np.float64(229.80927501443728), np.float64(35.290811334922935))
MAC504_1;P06;OF32;0001;0030;2026-02-22 00:00:00.000;2026-03-04 02:00:00.000;(np.float64(112.09159747282483), np.float64(154.1586712187224), np.float64(168.19884095735))
MAC504_2;P01;OF33;0001;0030;2026-02-22 00:00:00.000;2026-03-04 12:00:00.000;(np.float64(197.54921634505848), np.float64(190.44580540740168), np.float64(123.70187491397274))
MAC504_3;P07;OF34;0001;0030;2026-02-22 00:00:00.000;2026-02-25 10:00:00.000;(np.float64(131.81248382247966), np.float64(96.36233331780325), np.float64(217.31329360995687))
MAC504_4;P08;OF35;0001;0030;2026-02-22 00:00:00.000;2026-03-05 08:00:00.000;(np.float64(60.75935333423817), np.float64(155.09688453561276), np.float64(219.75519243767852))
MAC504_5;P01;OF36;0001;0030;2026-02-22 00:00:00.000;2026-04-02 06:00:00.000;(np.float64(194.4488366522667), np.float64(151.9968780837367), np.float64(151.24597113546855))
MAC504_6;P10;OF37;0001;0030;2026-02-22 00:00:00.000;2026-02-27 02:00:00.000;(np.float64(220.8937992851237), np.float64(148.45295835119097), np.float64(84.39692538538507))
MAC504_7;P02;OF38;0001;0030;2026-02-22 00:00:00.000;2026-02-26 16:00:00.000;(np.float64(229.37807886351712), np.float64(106.46407703475843), np.float64(213.72117624961572))
MAC504_8;P03;OF39;0001;0030;2026-02-22 00:00:00.000;2026-03-07 20:00:00.000;(np.float64(178.38945478572822), np.float64(170.92629505764194), np.float64(199.81594561797584))
MAC504_18;P01;OF40;0001;0030;2026-02-22 00:00:00.000;2026-03-01 04:00:00.000;(np.float64(231.66391612929354), np.float64(172.1390671847137), np.float64(46.88611452749359))
MAC504_10;P04;OF41;0001;0030;2026-02-22 00:00:00.000;2026-03-03 06:00:00.000;(np.float64(128.48917227796613), np.float64(232.09771863453255), np.float64(232.81808493622054))
MAC504_11;P05;OF42;0001;0030;2026-02-22 00:00:00.000;2026-03-01 14:00:00.000;(np.float64(204.13057152545082), np.float64(97.29523183777468), np.float64(140.38548551180406))
MAC504_12;P06;OF43;0001;0030;2026-02-22 00:00:00.000;2026-03-02 00:00:00.000;(np.float64(161.5132991062673), np.float64(193.5077326153397), np.float64(164.8117728466074))
MAC504_9;P08;OF44;0001;0030;2026-02-22 00:00:00.000;2026-03-02 10:00:00.000;(np.float64(230.45904928913842), np.float64(152.0311118211575), np.float64(186.39001775951107))
MAC504_14;P04;OF45;0001;0030;2026-02-22 00:00:00.000;2026-03-01 04:00:00.000;(np.float64(234.363248488585), np.float64(115.90693688445022), np.float64(107.05605587411057))
MAC504_15;P01;OF46;0001;0030;2026-02-22 00:00:00.000;2026-04-02 06:00:00.000;(np.float64(88.98552686438885), np.float64(179.6230260507645), np.float64(96.7544553660782))
MAC504_16;P10;OF47;0001;0030;2026-02-22 00:00:00.000;2026-02-27 02:00:00.000;(np.float64(138.21428523861726), np.float64(152.09536806513782), np.float64(236.36335572916693))
MAC504_17;P02;OF48;0001;0030;2026-02-22 00:00:00.000;2026-02-26 16:00:00.000;(np.float64(176.33404009263265), np.float64(203.20229891483976), np.float64(204.8883637397151))
MAC504_37;P03;OF49;0001;0030;2026-02-22 00:00:00.000;2026-03-07 20:00:00.000;(np.float64(63.4729228577138), np.float64(55.426331641899026), np.float64(217.12816468698085))
MAC504_41;P03;OF50;0001;0030;2026-02-22 00:00:00.000;2026-03-07 20:00:00.000;(np.float64(94.6147299559221), np.float64(162.7221084037193), np.float64(147.80334931515418))
POSTE1;PRODMO2;AF00000002;0000;0010;2025-11-24 10:48:00.000;2025-12-02 08:48:00.000;(np.float64(224.853685582602), np.float64(229.80927501443728), np.float64(35.290811334922935))
POSTE1;PRODMO1;AF00000004;0000;0010;2025-12-02 08:48:00.000;2025-12-31 11:48:00.000;(np.float64(230.45904928913842), np.float64(152.0311118211575), np.float64(186.39001775951107))
POSTE1;PRODMO2;AF00000005;0000;0010;2025-12-31 11:48:00.020;2026-02-10 08:48:00.020;(np.float64(197.54921634505848), np.float64(190.44580540740168), np.float64(123.70187491397274))
POSTE1;PRODMO1;AF00000007;0000;0010;2026-02-10 08:48:00.050;2026-03-01 17:48:00.050;(np.float64(125.13921211404113), np.float64(192.82680116932957), np.float64(227.25410939572635))
POSTE1_1;PRODMO2;AF00000008;0000;0010;2026-02-22 00:00:00.000;2026-03-01 12:00:00.000;(np.float64(40.74210774200166), np.float64(229.96006888952826), np.float64(181.93474827446556))
POSTE1_2;PRODMO1;AF0000001;0000;0010;2026-02-22 00:00:00.000;2026-02-26 04:00:00.000;(np.float64(196.77622324143022), np.float64(65.914185408901), np.float64(191.47942647201833))
POSTE1_3;PRODMO1;AF00000010;0000;0010;2026-02-22 00:00:00.000;2026-03-01 22:00:00.000;(np.float64(111.37656845748889), np.float64(125.30098559193597), np.float64(164.30195485086242))
POSTE2;PRODMO2;AF00000002;0000;0020;2025-11-24 10:48:00.000;2025-12-02 08:48:00.000;(np.float64(224.853685582602), np.float64(229.80927501443728), np.float64(35.290811334922935))
POSTE2;PRODMO3;AF00000003;0000;0010;2025-12-02 08:48:00.000;2025-12-05 14:48:00.000;(np.float64(197.54921634505848), np.float64(190.44580540740168), np.float64(123.70187491397274))
POSTE2;PRODMO3;AF00000006;0000;0010;2025-12-05 14:48:00.000;2025-12-30 15:48:00.000;(np.float64(94.6147299559221), np.float64(162.7221084037193), np.float64(147.80334931515418))
POSTE2;PRODMO3;AF00000009;0000;0010;2025-12-30 15:48:00.020;2026-02-22 10:48:00.020;(np.float64(201.70606344835224), np.float64(108.17695509171276), np.float64(65.59301594388728))
POSTE2_1;PRODMO1;AF00000004;0000;0020;2026-02-22 00:00:00.000;2026-02-28 06:00:00.000;(np.float64(230.45904928913842), np.float64(152.0311118211575), np.float64(186.39001775951107))
POSTE2_2;PRODMO2;AF00000005;0000;0020;2026-02-22 00:00:00.000;2026-03-02 08:00:00.000;(np.float64(197.54921634505848), np.float64(190.44580540740168), np.float64(123.70187491397274))
POSTE2_3;PRODMO3;AF00000011;0000;0010;2026-02-22 00:00:00.000;2026-03-14 20:00:00.000;(np.float64(63.4729228577138), np.float64(55.426331641899026), np.float64(217.12816468698085))
POSTE2;PRODMO1;AF0000001;0000;0020;2026-02-26 04:00:00.000;2026-03-02 08:00:00.000;(np.float64(196.77622324143022), np.float64(65.914185408901), np.float64(191.47942647201833))
POSTE2_1;PRODMO2;AF00000008;0000;0020;2026-03-01 12:00:00.000;2026-03-01 13:38:00.000;(np.float64(40.74210774200166), np.float64(229.96006888952826), np.float64(181.93474827446556))
POSTE2_1;PRODMO1;AF00000007;0000;0020;2026-03-01 17:48:00.050;2026-03-01 20:33:00.050;(np.float64(125.13921211404113), np.float64(192.82680116932957), np.float64(227.25410939572635))
POSTE2_1;PRODMO1;AF00000010;0000;0020;2026-03-01 22:00:00.000;2026-03-09 20:00:00.000;(np.float64(111.37656845748889), np.float64(125.30098559193597), np.float64(164.30195485086242))
POSTE3;PRODMO3;AF00000003;0000;0020;2025-11-24 10:48:00.000;2025-12-09 08:48:00.000;(np.float64(197.54921634505848), np.float64(190.44580540740168), np.float64(123.70187491397274))
POSTE3;PRODMO3;AF00000006;0000;0020;2025-12-30 15:48:00.020;2026-01-22 16:48:00.020;(np.float64(94.6147299559221), np.float64(162.7221084037193), np.float64(147.80334931515418))
POSTE3;PRODMO3;AF00000009;0000;0020;2026-02-22 10:48:00.050;2026-03-04 20:48:00.050;(np.float64(201.70606344835224), np.float64(108.17695509171276), np.float64(65.59301594388728))
POSTE3_1;PRODMO1;AF00000004;0000;0030;2026-02-28 06:00:00.000;2026-03-06 12:00:00.000;(np.float64(230.45904928913842), np.float64(152.0311118211575), np.float64(186.39001775951107))
POSTE3_2;PRODMO1;AF00000007;0000;0030;2026-03-01 20:33:00.050;2026-03-11 00:33:00.050;(np.float64(125.13921211404113), np.float64(192.82680116932957), np.float64(227.25410939572635))
POSTE3_3;PRODMO1;AF0000001;0000;0030;2026-03-02 08:00:00.000;2026-03-06 12:00:00.000;(np.float64(196.77622324143022), np.float64(65.914185408901), np.float64(191.47942647201833))
POSTE3;PRODMO1;AF00000010;0000;0030;2026-03-09 20:00:00.000;2026-03-17 18:00:00.000;(np.float64(111.37656845748889), np.float64(125.30098559193597), np.float64(164.30195485086242))
POSTE3_1;PRODMO3;AF00000011;0000;0020;2026-03-14 20:00:00.000;2026-04-04 16:00:00.000;(np.float64(63.4729228577138), np.float64(55.426331641899026), np.float64(217.12816468698085))
POSTE4;PRODMO1;AF00000004;0000;0040;2026-03-06 12:00:00.000;2026-03-12 18:00:00.000;(np.float64(230.45904928913842), np.float64(152.0311118211575), np.float64(186.39001775951107))
POSTE4_1;PRODMO1;AF0000001;0000;0040;2026-03-06 12:00:00.000;2026-03-10 16:00:00.000;(np.float64(196.77622324143022), np.float64(65.914185408901), np.float64(191.47942647201833))
POSTE4_1;PRODMO1;AF00000007;0000;0040;2026-03-11 00:33:00.050;2026-03-20 04:33:00.050;(np.float64(125.13921211404113), np.float64(192.82680116932957), np.float64(227.25410939572635))
POSTE4;PRODMO1;AF00000010;0000;0040;2026-03-17 18:00:00.000;2026-03-25 16:00:00.000;(np.float64(111.37656845748889), np.float64(125.30098559193597), np.float64(164.30195485086242))
POSTE5;PRODMO2;AF00000002;0000;0050;2025-11-24 10:48:00.000;2025-12-12 14:48:00.000;(np.float64(224.853685582602), np.float64(229.80927501443728), np.float64(35.290811334922935))
POSTE5;PRODMO3;AF00000003;0000;0030;2025-12-12 14:48:00.010;2025-12-29 10:48:00.010;(np.float64(197.54921634505848), np.float64(190.44580540740168), np.float64(123.70187491397274))
POSTE5;PRODMO3;AF00000006;0000;0030;2026-01-22 16:48:00.040;2026-02-22 00:48:00.040;(np.float64(94.6147299559221), np.float64(162.7221084037193), np.float64(147.80334931515418))
POSTE5;PRODMO2;AF00000008;0000;0050;2026-03-01 13:38:00.000;2026-03-09 01:38:00.000;(np.float64(40.74210774200166), np.float64(229.96006888952826), np.float64(181.93474827446556))
POSTE5_1;PRODMO2;AF00000005;0000;0050;2026-03-02 08:00:00.000;2026-03-10 16:00:00.000;(np.float64(197.54921634505848), np.float64(190.44580540740168), np.float64(123.70187491397274))
POSTE5_2;PRODMO3;AF00000009;0000;0030;2026-03-04 20:48:00.050;2026-03-15 06:48:00.050;(np.float64(201.70606344835224), np.float64(108.17695509171276), np.float64(65.59301594388728))
POSTE5;PRODMO1;AF0000001;0000;0050;2026-03-10 16:00:00.000;2026-03-14 20:00:00.000;(np.float64(196.77622324143022), np.float64(65.914185408901), np.float64(191.47942647201833))
